,Unnamed: 0,date,ibov,cdi_acumulado
0,0,1995-01-01,-0.06414031769,0.03627517667
1,1,1995-02-28,-0.1580952381,0.03237268036
2,2,1995-03-31,-0.0892442216,0.0440759558
3,3,1995-04-30,0.2802376715999999,0.04219553433
4,4,1995-05-31,-0.02443820961,0.0426976486
5,5,1995-06-30,-0.03150114232,0.04049277204
6,6,1995-07-31,0.07606915883,0.04008368988
7,7,1995-08-31,0.1116985609,0.03813678752
8,8,1995-09-30,0.08342419673,0.0325250502899999
9,9,1995-10-31,-0.1160146463999999,0.03061778437
10,10,1995-11-30,0.0606060606,0.02837964472
11,11,1995-12-31,-0.01815690305,0.02725466776
12,12,1996-01-31,0.1983019307,0.02559350504
13,13,1996-02-29,-0.03762011065,0.02306014168
14,14,1996-03-31,-0.00056477802,0.02197573239
15,15,1996-04-30,0.04222083191,0.02033280062
16,16,1996-05-31,0.1091768169,0.02004326344
17,17,1996-06-30,0.0551511025,0.01959045277
18,18,1996-07-31,0.0131374300899999,0.01913184877
19,19,1996-08-31,0.02224327149,0.01952268082
20,20,1996-09-30,0.02993897179,0.01883584247
21,21,1996-10-31,0.01338648632,0.0185595038799999
22,22,1996-11-30,0.0203425632599999,0.0179411177
23,23,1996-12-31,0.05609060906,0.01790179383
24,24,1997-01-31,0.1313512976,0.01739993458
25,25,1997-02-28,0.1084925797,0.01659968781
26,26,1997-03-31,0.02438637625,0.01624880108
27,27,1997-04-30,0.1037151702999999,0.0165551202
28,28,1997-05-31,0.1364456021,0.01577805254
29,29,1997-06-30,0.1078102962,0.0159133035
30,30,1997-07-31,0.02426991327,0.01604788302
31,31,1997-08-31,-0.1758079552999999,0.0158006989599999
32,32,1997-09-30,0.111980394,0.01580092969
33,33,1997-10-31,-0.2382809189,0.01680835235
34,34,1997-11-30,0.04540396172,0.02986557715
35,35,1997-12-31,0.0853736427499999,0.0291479824799999
36,36,1998-01-31,-0.0466849745,0.0266625112199999
37,37,1998-02-28,0.08744855967,0.02107305109
38,38,1998-03-31,0.1301797539999999,0.02180299979
39,39,1998-04-30,-0.02251799766,0.01694836813
40,40,1998-05-31,-0.1568039736,0.01627673619
41,41,1998-06-30,-0.01706276661,0.01596929113
42,42,1998-07-31,0.1063236206,0.01693978681
43,43,1998-08-31,-0.3955356309,0.01472568669
44,44,1998-09-30,0.01869592089,0.02492547661
45,45,1998-10-31,0.06886091309,0.0292534629
46,46,1998-11-30,0.2247765005999999,0.02575572236
47,47,1998-12-31,-0.2139960607,0.02378017668
48,48,1999-01-31,0.2044516509,0.02174196754
49,49,1999-02-28,0.09044180639,0.0234922436
50,50,1999-03-31,0.2004489338,0.03285235143
51,51,1999-04-30,0.0611443530299999,0.02275543364
52,52,1999-05-31,-0.0229955947099999,0.01959540197
53,53,1999-06-30,0.0484263684699999,0.01634774049
54,54,1999-07-31,-0.101926716,0.01622595613
55,55,1999-08-31,0.0117804808,0.0154639862199999
56,56,1999-09-30,0.0513063233599999,0.0146777127099999
57,57,1999-10-31,0.05348460292,0.0137445386699999
58,58,1999-11-30,0.1776068375999999,0.01372485486
59,59,1999-12-31,0.2404557991,0.01582499581
60,60,2000-01-31,-0.04113275993,0.01441270778
61,61,2000-02-29,0.0776177691,0.01440522379
62,62,2000-03-31,0.00906002265,0.0143885776599999
63,63,2000-04-30,-0.1281144781,0.01283789367
64,64,2000-05-31,-0.03739460642,0.01488122985
65,65,2000-06-30,0.1184140144,0.01385197382
66,66,2000-07-31,-0.01632091828,0.0130149081
67,67,2000-08-31,0.05421174183,0.01395004753
68,68,2000-09-30,-0.0817479534199999,0.01217030828
69,69,2000-10-31,-0.06661225515,0.01279497229
70,70,2000-11-30,-0.106275644,0.0121558551
71,71,2000-12-31,0.1484157447,0.01193772379
72,72,2001-01-31,0.1581361819,0.0125859646599999
73,73,2001-02-28,-0.1007808962999999,0.01009565424
74,74,2001-03-31,-0.09143540369,0.0124998876799999
75,75,2001-04-30,0.03317634021,0.0118035164899999
76,76,2001-05-31,-0.01796607897,0.0133438526
77,77,2001-06-30,-0.00614376408,0.01273081984
78,78,2001-07-31,-0.0552922590799999,0.01501483144
79,79,2001-08-31,-0.06645339538,0.01601220711
80,80,2001-09-30,-0.171728972,0.0132292760299999
81,81,2001-10-31,0.06854724965,0.01534020138
82,82,2001-11-30,0.1378915875,0.01393299431
83,83,2001-12-31,0.0499574665499999,0.01393603838
84,84,2002-01-31,-0.06304780143,0.01531888991
85,85,2002-02-28,0.1031365459,0.01247468959
86,86,2002-03-31,-0.0555120074099999,0.01369943441
87,87,2002-04-30,-0.01275086766,0.01482950846
88,88,2002-05-31,-0.01711883837,0.01403655539
89,89,2002-06-30,-0.1338931653999999,0.013097406
90,90,2002-07-31,-0.1236197145,0.01533796954
91,91,2002-08-31,0.0635115755,0.01445557052
92,92,2002-09-30,-0.1695241765,0.01380758371
93,93,2002-10-31,0.1791927627,0.01641429424
94,94,2002-11-30,0.03353988394,0.01533522891
95,95,2002-12-31,0.07232584697,0.01734082031
96,96,2003-01-31,-0.02902023429,0.01965448181
97,97,2003-02-28,-0.0604149529299999,0.01827489843
98,98,2003-03-31,0.09659533074,0.01773115498
99,99,2003-04-30,0.1138117626,0.01865952815
100,100,2003-05-31,0.06889136668,0.0195935335
101,101,2003-06-30,-0.03345503316,0.01850777422
102,102,2003-07-31,0.0461763799,0.02075646878
103,103,2003-08-31,0.1181195196,0.01764602393
104,104,2003-09-30,0.0550942401499999,0.01669137743
105,105,2003-10-31,0.1231730169,0.01633181727
106,106,2003-11-30,0.122400178,0.01338094185
107,107,2003-12-31,0.1017192687,0.01365748411
108,108,2004-01-31,-0.0173142651599999,0.01260570978
109,109,2004-02-29,-0.00439339161,0.0107963379
110,110,2004-03-31,0.01778901402,0.0137441116799999
111,111,2004-04-30,-0.1144883028,0.0117467750399999
112,112,2004-05-31,-0.0032131381599999,0.01224854336
113,113,2004-06-30,0.08207122391,0.0122357119
114,114,2004-07-31,0.05617552487,0.01281782068
115,115,2004-08-31,0.02090795129,0.01286088747
116,116,2004-09-30,0.0193834144599999,0.01244124287
117,117,2004-10-31,-0.00830286083,0.01208113644
118,118,2004-11-30,0.09005726184,0.01248755835
119,119,2004-12-31,0.04250238777,0.01479875269
120,120,2005-01-31,-0.07046877386,0.01382787522
121,121,2005-02-28,0.1556057495,0.01215916349
122,122,2005-03-31,-0.0543373964999999,0.01521975464
123,123,2005-04-30,-0.06640360767,0.01408020271
124,124,2005-05-31,0.01465201465,0.01500439687
125,125,2005-06-30,-0.00618875709,0.0158445246599999
126,126,2005-07-31,0.03955929903,0.0150977069599999
127,127,2005-08-31,0.07687581599,0.01652853968
128,128,2005-09-30,0.1261945514,0.014996642
129,129,2005-10-31,-0.04401101859,0.0140331404
130,130,2005-11-30,0.0570662074,0.0137633540899999
131,131,2005-12-31,0.04822032836,0.0146682968999999
132,132,2006-01-31,0.1472724554999999,0.0142561718299999
133,133,2006-02-28,0.00594028451,0.0114007064499999
134,134,2006-03-31,-0.01706811707,0.01418339643
135,135,2006-04-30,0.06355563753,0.01075353078
136,136,2006-05-31,-0.09496320888,0.01278203761
137,137,2006-06-30,0.00273747605,0.0118216847299999
138,138,2006-07-31,0.0122031122,0.01166965878
139,139,2006-08-31,-0.02279040915,0.01251321293
140,140,2006-09-30,0.00598918083,0.01053172935
141,141,2006-10-31,0.07717632857,0.01090119124
142,142,2006-11-30,0.06797921655,0.01017285795
143,143,2006-12-31,0.0606234051199999,0.00984305202
144,144,2007-01-31,0.00377757291,0.01078399446
145,145,2007-02-28,-0.01677829798,0.00869787208
146,146,2007-03-31,0.04356146906,0.01048557446
147,147,2007-04-30,0.06881495066,0.00940621981
148,148,2007-05-31,0.067652586,0.01022122813
149,149,2007-06-30,0.04063671845,0.00901474756
150,150,2007-07-31,-0.00386086189,0.0096814532
151,151,2007-08-31,0.00839762283,0.00987818799
152,152,2007-09-30,0.1066676428,0.00800564375
153,153,2007-10-31,0.0802447697,0.00924077057
154,154,2007-11-30,-0.0353812943,0.00839836605
155,155,2007-12-31,0.01396692379,0.00839440264
156,156,2008-01-31,-0.06881006793,0.00921950184
157,157,2008-02-29,0.06722138175,0.00795024304
158,158,2008-03-31,-0.0397076659,0.00838539626
159,159,2008-04-30,0.1131741241,0.00897822637
160,160,2008-05-31,0.06960570519,0.00871219855
161,161,2008-06-30,-0.1043503416,0.0094822406
162,162,2008-07-31,-0.08477782734,0.01064243608
163,163,2008-08-31,-0.06428031258,0.0101282172899999
164,164,2008-09-30,-0.1102550287,0.01098522497
165,165,2008-10-31,-0.2479764236,0.01173860681
166,166,2008-11-30,-0.0177421086499999,0.00995831724
167,167,2008-12-31,0.02609646126,0.01111054703
168,168,2009-01-31,0.0466045273,0.01042788719
169,169,2009-02-28,-0.02842239186,0.0085271356399999
170,170,2009-03-31,0.07181206296,0.00966542979
171,171,2009-04-30,0.1555039707,0.0083560639
172,172,2009-05-31,0.124933917,0.00766491312
173,173,2009-06-30,-0.03255822697,0.00751433583
174,174,2009-07-31,0.06412124745,0.00784081966
175,175,2009-08-31,0.03146169999,0.00691460599
176,176,2009-09-30,0.08902775811,0.00691534639
177,177,2009-10-31,0.0004551587399999,0.00691203315
178,178,2009-11-30,0.08934925664,0.0065901621899999
179,179,2009-12-31,0.02302965217,0.0072387886599999
180,180,2010-01-31,-0.04646585409,0.00658207161
181,181,2010-02-28,0.01684989526,0.00592504139
182,182,2010-03-31,0.05816278965,0.00756934878
183,183,2010-04-30,-0.04038595444,0.0066396029199999
184,184,2010-05-31,-0.0663862933,0.00750093965
185,185,2010-06-30,-0.03348348825,0.00790828591
186,186,2010-07-31,0.1079839173,0.00859213146
187,187,2010-08-31,-0.03510331038,0.00886300365
188,188,2010-09-30,0.06576099471,0.00844564149
189,189,2010-10-31,0.01791758487,0.00805664123
190,190,2010-11-30,-0.0419962361899999,0.00805628653
191,191,2010-12-31,0.02361716269,0.00927150423
192,192,2011-01-31,-0.0393916657099999,0.00860591926
193,193,2011-02-28,0.01215189113,0.00842428901
194,194,2011-03-31,0.01785316771,0.00918850339
195,195,2011-04-30,-0.03577989677,0.00838800031
196,196,2011-05-31,-0.0228633641799999,0.00985267328
197,197,2011-06-30,-0.0343082637,0.00952667106
198,198,2011-07-31,-0.05736903675,0.00966598389
199,199,2011-08-31,-0.03957635619,0.01072385195
200,200,2011-09-30,-0.07382954244,0.00939789342
201,201,2011-10-31,0.1149376959,0.00880741143
202,202,2011-11-30,-0.02509513525,0.00858615399
203,203,2011-12-31,-0.0021099272099999,0.0090466504
204,204,2012-01-31,0.11132255,0.00885300285
205,205,2012-02-29,0.04342656012,0.00741592219
206,206,2012-03-31,-0.0197687316699999,0.00808295409
207,207,2012-04-30,-0.0416989614,0.00699907438
208,208,2012-05-31,-0.1185700421,0.00732483162
209,209,2012-06-30,-0.0024958707999999,0.00638584336
210,210,2012-07-31,0.03206755713,0.00675415014
211,211,2012-08-31,0.01718451967,0.0068655583399999
212,212,2012-09-30,0.03704807136,0.00537182188
213,213,2012-10-31,-0.03560625264,0.00607285126
214,214,2012-11-30,0.00711431976,0.00544492615
215,215,2012-12-31,0.06051431952,0.00534237555
216,216,2013-01-31,-0.01953996588,0.00586634973
217,217,2013-02-28,-0.0391057713199999,0.00481576144
218,218,2013-03-31,-0.01866815269,0.00537709267
219,219,2013-04-30,-0.0078435548,0.0060084243699999
220,220,2013-05-31,-0.04299767484,0.00584858623
221,221,2013-06-30,-0.1130527417,0.0059194373199999
222,222,2013-07-31,0.01637271635,0.00708793976
223,223,2013-08-31,0.03684123233,0.00695788419
224,224,2013-09-30,0.04652976345,0.0069914559399999
225,225,2013-10-31,0.0366464137,0.0080336893
226,226,2013-11-30,-0.03269684459,0.00710519895
227,227,2013-12-31,-0.0185777981,0.0078038001
228,228,2014-01-31,-0.07511600365,0.00839774767
229,229,2014-02-28,-0.01141945506,0.00782672729
230,230,2014-03-31,0.0704973032699999,0.00759948646
231,231,2014-04-30,0.02404094101,0.00815454732
232,232,2014-05-31,-0.00749622283,0.00858300668
233,233,2014-06-30,0.03764710474,0.00817406469
234,234,2014-07-31,0.0500489016,0.00940427194
235,235,2014-08-31,0.09778072328,0.00859528548
236,236,2014-09-30,-0.117037593,0.00900583852
237,237,2014-10-31,0.00947981151,0.00944798635
238,238,2014-11-30,0.00175734056,0.00837855662
239,239,2014-12-31,-0.08619618449,0.00955840245
240,240,2015-01-31,-0.06199132122,0.00929346124
241,241,2015-02-28,0.09968661394,0.00818524853
242,242,2015-03-31,-0.00839423841,0.01036123931
243,243,2015-04-30,0.09929618768,0.00948274866
244,244,2015-05-31,-0.06169414359,0.00983844856
245,245,2015-06-30,0.00606520091,0.0106582954499999
246,246,2015-07-31,-0.0417483044499999,0.01177315988
247,247,2015-08-31,-0.08333988676,0.01107487902
248,248,2015-09-30,-0.03358713137,0.01107487554
249,249,2015-10-31,0.01795423778,0.0110773352699999
250,250,2015-11-30,-0.01630766547,0.01055176245
251,251,2015-12-31,-0.03925088653,0.01161303106
252,252,2016-01-31,-0.06791390805,0.01054929541
253,253,2016-02-29,0.05910159634,0.01001485772
254,254,2016-03-31,0.169700652,0.0116052989099999
255,255,2016-04-30,0.07701528319,0.01054472605
256,256,2016-05-31,-0.1008903727999999,0.0110748723099999
257,257,2016-06-30,0.0630273772,0.01160529694
258,258,2016-07-31,0.1122151923,0.01107487042
259,259,2016-08-31,0.01034759545,0.0121359991
260,260,2016-09-30,0.00804822024,0.01107486963
261,261,2016-10-31,0.1123408776,0.01047438158
262,262,2016-11-30,-0.04648512107,0.01036887871
263,263,2016-12-31,-0.02712176526,0.01121762151
264,264,2017-01-31,0.0737709001,0.01084565515
265,265,2017-02-28,0.0308025359499999,0.00863812261
266,266,2017-03-31,-0.02517176202,0.01050415511
267,267,2017-04-30,0.00644774098,0.00785295367
268,268,2017-05-31,-0.04116019143,0.00925554909
269,269,2017-06-30,0.00299787916,0.00808098686
270,270,2017-07-31,0.04802938044,0.00797153215
271,271,2017-08-31,0.0745608313099999,0.00801452164
272,272,2017-09-30,0.04882413438,0.00637718811
273,273,2017-10-31,0.00020163269,0.00643149371
274,274,2017-11-30,-0.03145670165,0.00567452308
275,275,2017-12-31,0.06156772333,0.00537657959
276,276,2018-01-31,0.1113925171,0.0058338597299999
277,277,2018-02-28,0.00519239171,0.00464927217
278,278,2018-03-31,0.00014012297,0.00531556834
279,279,2018-04-30,0.0087850416499999,0.00517512769
280,280,2018-05-31,-0.1087131817,0.0051751278
281,281,2018-06-30,-0.0519987268399999,0.0051751294599999
282,282,2018-07-31,0.08875338567,0.00542223027
283,283,2018-08-31,-0.03209916532,0.00566939304
284,284,2018-09-30,0.03475464064,0.00468110713
285,285,2018-10-31,0.1018511784999999,0.00543048026
286,286,2018-11-30,0.02379770668,0.0049355836
287,287,2018-12-31,-0.01806354418,0.0049355812599999
288,288,2019-01-31,0.1081667459,0.00543047835
289,289,2019-02-28,-0.0185781941899999,0.0049355842
290,290,2019-03-31,-0.0017763368199999,0.00468822711
291,291,2019-04-30,0.00983885478,0.00518300473
292,292,2019-05-31,0.0070261193899999,0.00543048083
293,293,2019-06-30,0.04057370933,0.00468823029
294,294,2019-07-31,0.00836836121,0.00567801927
295,295,2019-08-31,-0.00665460982,0.0050171144499999
296,296,2019-09-30,0.0357020213,0.0046375672499999
297,297,2019-10-31,0.02362406263,0.00479268318
298,298,2019-11-30,0.00945207617,0.0038038306
299,299,2019-12-31,0.0684822635,0.0037469707299999
300,300,2020-01-31,-0.0162978465,0.00376623624
301,301,2020-02-29,-0.08429106851,0.00293727304
302,302,2020-03-31,-0.2990432994,0.00338369929
303,303,2020-04-30,0.1025219749,0.00284926149
304,304,2020-05-31,0.08566702387,0.00235807401
305,305,2020-06-30,0.08756296581,0.00212327887
306,306,2020-07-31,0.0826505941499999,0.0019433898499999
307,307,2020-08-31,-0.03442826626,0.0015989281199999
308,308,2020-09-30,-0.04796025728,0.0015697106799999
309,309,2020-10-31,-0.00688114949,0.00156970989
310,310,2020-11-30,0.1590264858,0.00149490808
311,311,2020-12-31,0.0929709921599999,0.00164452252
312,312,2021-01-31,-0.0331858645,0.00149490529
313,313,2021-02-28,-0.0437341370399999,0.00134531502
314,314,2021-03-31,0.05996764489,0.00201087958
315,315,2021-04-30,0.01937792947,0.00207794522
316,316,2021-05-31,0.06158342602,0.00270321375
317,317,2021-06-30,0.00464228983,0.00307774986
318,318,2021-07-31,-0.03943852155,0.00355616543
319,319,2021-08-31,-0.02479261424,0.00427945568
320,320,2021-09-30,-0.06568329977,0.00441991638
321,321,2021-10-31,-0.0673855708,0.00485988473
322,322,2021-11-30,-0.01531641667,0.00586754157
323,323,2021-12-31,0.02852354574,0.00769089
324,324,2022-01-31,0.06984258332,0.00732275545
325,325,2022-02-28,0.00890314562,0.00755033429
326,326,2022-03-31,0.0606078524,0.00927051464
327,327,2022-04-30,-0.1010262316,0.00834324864
328,328,2022-05-31,0.03220683792,0.0103459733499999
329,329,2022-06-30,-0.1150291992,0.01015322834
330,330,2022-07-31,0.04691139154,0.01034852639
